id,path,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage
45917,/kaggle/input/fashion-product-images-small/images/45917.jpg,1,2,3,3,2,3,3,1
24920,/kaggle/input/fashion-product-images-small/images/24920.jpg,2,1,1,11,1,2,2,1
33997,/kaggle/input/fashion-product-images-small/images/33997.jpg,2,1,18,34,7,2,2,1
32845,/kaggle/input/fashion-product-images-small/images/32845.jpg,2,3,5,20,4,3,2,1
59574,/kaggle/input/fashion-product-images-small/images/59574.jpg,1,2,37,114,22,2,2,1
7489,/kaggle/input/fashion-product-images-small/images/7489.jpg,2,1,2,51,4,2,1,4
3815,/kaggle/input/fashion-product-images-small/images/3815.jpg,3,1,1,5,19,2,1,1
51719,/kaggle/input/fashion-product-images-small/images/51719.jpg,5,2,16,29,7,3,3,1
23339,/kaggle/input/fashion-product-images-small/images/23339.jpg,1,3,5,23,5,1,7,4
18978,/kaggle/input/fashion-product-images-small/images/18978.jpg,1,1,1,56,8,2,1,1
19096,/kaggle/input/fashion-product-images-small/images/19096.jpg,2,1,1,21,16,1,1,2
3029,/kaggle/input/fashion-product-images-small/images/3029.jpg,2,1,1,5,30,2,1,1
48634,/kaggle/input/fashion-product-images-small/images/48634.jpg,2,2,13,46,3,1,2,1
17930,/kaggle/input/fashion-product-images-small/images/17930.jpg,2,1,2,4,4,1,1,1
56158,/kaggle/input/fashion-product-images-small/images/56158.jpg,2,4,25,87,7,4,4,1
38127,/kaggle/input/fashion-product-images-small/images/38127.jpg,5,2,22,44,4,2,5,1
56964,/kaggle/input/fashion-product-images-small/images/56964.jpg,2,3,5,20,4,3,2,1
4668,/kaggle/input/fashion-product-images-small/images/4668.jpg,5,2,8,43,2,2,1,4
17568,/kaggle/input/fashion-product-images-small/images/17568.jpg,1,1,1,1,2,1,1,3
47218,/kaggle/input/fashion-product-images-small/images/47218.jpg,1,3,10,13,10,2,2,1
12826,/kaggle/input/fashion-product-images-small/images/12826.jpg,1,1,1,1,8,1,1,1
8899,/kaggle/input/fashion-product-images-small/images/8899.jpg,1,1,1,1,17,1,1,1
29267,/kaggle/input/fashion-product-images-small/images/29267.jpg,1,3,5,23,2,2,2,4
48250,/kaggle/input/fashion-product-images-small/images/48250.jpg,3,1,1,5,17,2,2,1
9177,/kaggle/input/fashion-product-images-small/images/9177.jpg,1,1,2,2,2,1,1,1
18520,/kaggle/input/fashion-product-images-small/images/18520.jpg,2,1,1,56,4,1,1,1
6903,/kaggle/input/fashion-product-images-small/images/6903.jpg,2,1,1,5,29,2,1,1
31298,/kaggle/input/fashion-product-images-small/images/31298.jpg,1,1,1,5,4,2,2,1
28187,/kaggle/input/fashion-product-images-small/images/28187.jpg,1,2,16,29,23,3,3,1
30944,/kaggle/input/fashion-product-images-small/images/30944.jpg,2,1,1,78,31,2,2,2
31896,/kaggle/input/fashion-product-images-small/images/31896.jpg,2,2,39,110,17,2,2,2
29055,/kaggle/input/fashion-product-images-small/images/29055.jpg,1,1,1,5,4,2,2,1
26821,/kaggle/input/fashion-product-images-small/images/26821.jpg,1,1,2,45,10,2,2,1
18712,/kaggle/input/fashion-product-images-small/images/18712.jpg,2,1,2,36,4,1,1,3
48062,/kaggle/input/fashion-product-images-small/images/48062.jpg,1,1,1,1,8,2,2,1
9345,/kaggle/input/fashion-product-images-small/images/9345.jpg,1,1,2,24,6,1,1,1
30178,/kaggle/input/fashion-product-images-small/images/30178.jpg,1,2,3,3,8,3,3,1
29869,/kaggle/input/fashion-product-images-small/images/29869.jpg,1,2,16,29,41,3,3,1
42558,/kaggle/input/fashion-product-images-small/images/42558.jpg,2,1,1,21,25,2,2,2
25698,/kaggle/input/fashion-product-images-small/images/25698.jpg,2,1,1,11,10,2,2,1
15831,/kaggle/input/fashion-product-images-small/images/15831.jpg,2,1,1,21,6,1,1,2
38315,/kaggle/input/fashion-product-images-small/images/38315.jpg,2,2,8,10,5,2,2,1
21238,/kaggle/input/fashion-product-images-small/images/21238.jpg,2,4,12,16,2,4,4,1
53618,/kaggle/input/fashion-product-images-small/images/53618.jpg,5,5,26,65,4,3,3,1
5588,/kaggle/input/fashion-product-images-small/images/5588.jpg,1,3,5,23,2,2,1,4
21298,/kaggle/input/fashion-product-images-small/images/21298.jpg,2,2,16,29,7,3,3,1
59382,/kaggle/input/fashion-product-images-small/images/59382.jpg,2,1,1,21,2,2,2,2
58250,/kaggle/input/fashion-product-images-small/images/58250.jpg,2,2,20,37,19,1,2,1
15891,/kaggle/input/fashion-product-images-small/images/15891.jpg,5,3,10,13,20,1,1,1
39267,/kaggle/input/fashion-product-images-small/images/39267.jpg,1,3,5,7,9,3,9,1
25638,/kaggle/input/fashion-product-images-small/images/25638.jpg,2,2,3,3,3,3,3,1
57218,/kaggle/input/fashion-product-images-small/images/57218.jpg,2,1,2,51,2,1,2,1
14943,/kaggle/input/fashion-product-images-small/images/14943.jpg,1,1,1,5,4,1,1,1
12288,/kaggle/input/fashion-product-images-small/images/12288.jpg,1,1,2,45,5,1,1,3
8237,/kaggle/input/fashion-product-images-small/images/8237.jpg,2,2,8,10,2,3,3,1
49110,/kaggle/input/fashion-product-images-small/images/49110.jpg,2,4,25,63,32,4,4,1
28127,/kaggle/input/fashion-product-images-small/images/28127.jpg,1,1,9,25,10,2,3,1
27953,/kaggle/input/fashion-product-images-small/images/27953.jpg,1,1,9,25,8,2,3,1
34578,/kaggle/input/fashion-product-images-small/images/34578.jpg,2,1,18,34,17,2,2,1
26881,/kaggle/input/fashion-product-images-small/images/26881.jpg,2,1,1,5,30,2,2,1
46158,/kaggle/input/fashion-product-images-small/images/46158.jpg,2,2,13,60,17,3,5,1
16628,/kaggle/input/fashion-product-images-small/images/16628.jpg,1,1,1,5,31,2,3,1
31836,/kaggle/input/fashion-product-images-small/images/31836.jpg,1,2,3,3,4,3,3,1
13168,/kaggle/input/fashion-product-images-small/images/13168.jpg,2,3,5,23,5,1,1,4
18580,/kaggle/input/fashion-product-images-small/images/18580.jpg,1,2,4,6,8,2,7,4
43618,/kaggle/input/fashion-product-images-small/images/43618.jpg,2,1,1,11,8,2,2,1
31238,/kaggle/input/fashion-product-images-small/images/31238.jpg,1,1,1,5,6,2,2,1
49322,/kaggle/input/fashion-product-images-small/images/49322.jpg,1,2,3,3,4,3,3,1
7871,/kaggle/input/fashion-product-images-small/images/7871.jpg,1,3,5,17,4,2,1,3
13954,/kaggle/input/fashion-product-images-small/images/13954.jpg,1,1,1,5,8,2,1,1
28315,/kaggle/input/fashion-product-images-small/images/28315.jpg,1,3,5,7,5,3,9,1
8839,/kaggle/input/fashion-product-images-small/images/8839.jpg,1,1,2,45,5,2,1,1
12886,/kaggle/input/fashion-product-images-small/images/12886.jpg,1,3,5,7,4,1,1,1
35698,/kaggle/input/fashion-product-images-small/images/35698.jpg,1,3,5,23,4,3,6,4
41973,/kaggle/input/fashion-product-images-small/images/41973.jpg,4,1,1,11,14,2,2,1
52558,/kaggle/input/fashion-product-images-small/images/52558.jpg,2,2,8,41,7,2,2,1
39869,/kaggle/input/fashion-product-images-small/images/39869.jpg,2,3,5,28,5,4,8,1
58062,/kaggle/input/fashion-product-images-small/images/58062.jpg,2,2,13,46,3,1,2,1
20178,/kaggle/input/fashion-product-images-small/images/20178.jpg,1,1,1,1,6,1,1,1
57816,/kaggle/input/fashion-product-images-small/images/57816.jpg,2,1,1,55,18,1,2,1
21896,/kaggle/input/fashion-product-images-small/images/21896.jpg,2,1,1,21,2,1,1,2
38187,/kaggle/input/fashion-product-images-small/images/38187.jpg,2,2,16,29,22,3,3,1
20944,/kaggle/input/fashion-product-images-small/images/20944.jpg,2,3,7,9,17,1,1,1
8461,/kaggle/input/fashion-product-images-small/images/8461.jpg,2,1,1,11,14,1,1,1
3089,/kaggle/input/fashion-product-images-small/images/3089.jpg,1,1,1,5,4,2,1,1
16842,/kaggle/input/fashion-product-images-small/images/16842.jpg,2,2,16,29,4,3,3,1
49746,/kaggle/input/fashion-product-images-small/images/49746.jpg,1,2,27,73,27,2,2,3
19036,/kaggle/input/fashion-product-images-small/images/19036.jpg,2,3,5,28,24,3,5,1
55319,/kaggle/input/fashion-product-images-small/images/55319.jpg,2,4,24,119,8,4,4,1
27739,/kaggle/input/fashion-product-images-small/images/27739.jpg,2,2,8,10,4,3,5,1
48694,/kaggle/input/fashion-product-images-small/images/48694.jpg,2,2,13,46,3,2,2,1
17990,/kaggle/input/fashion-product-images-small/images/17990.jpg,1,2,27,73,1,1,1,3
7429,/kaggle/input/fashion-product-images-small/images/7429.jpg,2,1,1,21,14,2,1,1
28771,/kaggle/input/fashion-product-images-small/images/28771.jpg,2,1,1,78,6,2,2,2
2967,/kaggle/input/fashion-product-images-small/images/2967.jpg,1,3,5,23,4,1,7,4
14729,/kaggle/input/fashion-product-images-small/images/14729.jpg,1,1,1,5,8,1,1,1
33937,/kaggle/input/fashion-product-images-small/images/33937.jpg,1,1,1,5,4,2,2,1
25852,/kaggle/input/fashion-product-images-small/images/25852.jpg,2,1,1,21,6,2,2,2
36479,/kaggle/input/fashion-product-images-small/images/36479.jpg,1,3,5,7,4,2,2,1
10389,/kaggle/input/fashion-product-images-small/images/10389.jpg,2,2,3,3,8,3,3,1
44865,/kaggle/input/fashion-product-images-small/images/44865.jpg,1,1,1,5,5,2,2,1
10987,/kaggle/input/fashion-product-images-small/images/10987.jpg,1,1,1,5,1,1,1,1
58634,/kaggle/input/fashion-product-images-small/images/58634.jpg,1,2,4,6,8,1,6,1
11855,/kaggle/input/fashion-product-images-small/images/11855.jpg,1,3,7,9,2,2,1,1
5970,/kaggle/input/fashion-product-images-small/images/5970.jpg,1,1,1,1,17,2,1,1
33339,/kaggle/input/fashion-product-images-small/images/33339.jpg,1,3,5,17,4,2,2,3
41719,/kaggle/input/fashion-product-images-small/images/41719.jpg,2,3,5,28,19,3,2,1
39603,/kaggle/input/fashion-product-images-small/images/39603.jpg,2,3,5,28,4,3,5,1
11069,/kaggle/input/fashion-product-images-small/images/11069.jpg,1,1,1,1,4,1,1,1
19204,/kaggle/input/fashion-product-images-small/images/19204.jpg,1,1,1,1,6,1,1,1
8653,/kaggle/input/fashion-product-images-small/images/8653.jpg,5,2,16,29,5,3,3,1
49574,/kaggle/input/fashion-product-images-small/images/49574.jpg,1,2,6,8,4,2,2,3
22845,/kaggle/input/fashion-product-images-small/images/22845.jpg,1,3,5,7,31,2,2,1
9781,/kaggle/input/fashion-product-images-small/images/9781.jpg,1,1,1,5,4,1,1,1
2369,/kaggle/input/fashion-product-images-small/images/2369.jpg,1,3,5,7,10,3,9,1
34920,/kaggle/input/fashion-product-images-small/images/34920.jpg,2,1,1,50,26,2,2,2
55917,/kaggle/input/fashion-product-images-small/images/55917.jpg,2,4,29,82,10,4,4,1
29491,/kaggle/input/fashion-product-images-small/images/29491.jpg,2,2,3,3,8,3,3,1
28543,/kaggle/input/fashion-product-images-small/images/28543.jpg,1,1,1,5,5,2,2,1
43872,/kaggle/input/fashion-product-images-small/images/43872.jpg,1,3,5,7,4,2,2,1
50459,/kaggle/input/fashion-product-images-small/images/50459.jpg,1,1,9,25,5,2,3,1
8495,/kaggle/input/fashion-product-images-small/images/8495.jpg,2,1,2,36,2,1,1,1
43288,/kaggle/input/fashion-product-images-small/images/43288.jpg,2,2,8,10,2,2,2,1
48660,/kaggle/input/fashion-product-images-small/images/48660.jpg,2,2,13,46,3,2,2,1
9547,/kaggle/input/fashion-product-images-small/images/9547.jpg,1,1,1,5,5,2,1,4
3841,/kaggle/input/fashion-product-images-small/images/3841.jpg,2,3,5,20,8,2,1,1
29657,/kaggle/input/fashion-product-images-small/images/29657.jpg,1,1,1,1,8,2,2,1
35208,/kaggle/input/fashion-product-images-small/images/35208.jpg,5,2,8,43,2,2,5,1
28785,/kaggle/input/fashion-product-images-small/images/28785.jpg,2,1,9,25,16,2,6,1
17158,/kaggle/input/fashion-product-images-small/images/17158.jpg,1,1,1,1,1,1,1,1
24974,/kaggle/input/fashion-product-images-small/images/24974.jpg,2,1,1,5,14,2,2,1
4258,/kaggle/input/fashion-product-images-small/images/4258.jpg,1,1,1,5,5,2,1,1
59520,/kaggle/input/fashion-product-images-small/images/59520.jpg,2,2,13,46,3,2,8,1
32811,/kaggle/input/fashion-product-images-small/images/32811.jpg,2,3,5,28,19,3,2,1
53826,/kaggle/input/fashion-product-images-small/images/53826.jpg,2,1,1,21,10,2,2,2
44891,/kaggle/input/fashion-product-images-small/images/44891.jpg,1,1,1,5,1,2,2,1
24148,/kaggle/input/fashion-product-images-small/images/24148.jpg,1,1,1,5,20,4,2,1
45943,/kaggle/input/fashion-product-images-small/images/45943.jpg,2,1,1,11,6,2,2,1
56568,/kaggle/input/fashion-product-images-small/images/56568.jpg,2,4,25,63,32,4,4,1
53228,/kaggle/input/fashion-product-images-small/images/53228.jpg,1,1,2,45,21,2,2,3
59712,/kaggle/input/fashion-product-images-small/images/59712.jpg,2,1,19,72,4,2,2,1
5984,/kaggle/input/fashion-product-images-small/images/5984.jpg,1,1,1,1,17,2,1,1
4856,/kaggle/input/fashion-product-images-small/images/4856.jpg,5,3,5,7,4,3,2,1
12618,/kaggle/input/fashion-product-images-small/images/12618.jpg,1,1,1,5,2,1,1,1
35806,/kaggle/input/fashion-product-images-small/images/35806.jpg,2,3,5,28,19,2,2,1
42168,/kaggle/input/fashion-product-images-small/images/42168.jpg,1,1,1,5,2,2,2,1
49580,/kaggle/input/fashion-product-images-small/images/49580.jpg,2,3,5,28,22,3,5,1
48452,/kaggle/input/fashion-product-images-small/images/48452.jpg,1,1,1,5,17,2,2,1
23963,/kaggle/input/fashion-product-images-small/images/23963.jpg,1,1,1,5,19,1,1,1
30548,/kaggle/input/fashion-product-images-small/images/30548.jpg,1,2,4,6,8,2,2,4
9775,/kaggle/input/fashion-product-images-small/images/9775.jpg,1,1,1,5,1,1,1,1
18322,/kaggle/input/fashion-product-images-small/images/18322.jpg,1,1,1,1,5,1,1,1
29465,/kaggle/input/fashion-product-images-small/images/29465.jpg,1,2,3,3,8,3,3,1
42954,/kaggle/input/fashion-product-images-small/images/42954.jpg,1,2,6,8,10,2,2,1
43886,/kaggle/input/fashion-product-images-small/images/43886.jpg,2,3,5,28,8,2,2,1
54831,/kaggle/input/fashion-product-images-small/images/54831.jpg,2,2,8,10,15,1,2,1
15059,/kaggle/input/fashion-product-images-small/images/15059.jpg,1,3,5,17,4,2,8,3
59376,/kaggle/input/fashion-product-images-small/images/59376.jpg,2,1,1,21,6,2,2,2
37309,/kaggle/input/fashion-product-images-small/images/37309.jpg,1,2,3,3,4,2,4,1
39293,/kaggle/input/fashion-product-images-small/images/39293.jpg,1,3,10,13,10,3,9,1
15865,/kaggle/input/fashion-product-images-small/images/15865.jpg,5,3,5,7,2,3,2,1
48036,/kaggle/input/fashion-product-images-small/images/48036.jpg,1,2,3,3,4,3,3,1
18746,/kaggle/input/fashion-product-images-small/images/18746.jpg,2,1,1,11,4,1,1,1
26049,/kaggle/input/fashion-product-images-small/images/26049.jpg,1,1,1,1,1,2,2,3
51927,/kaggle/input/fashion-product-images-small/images/51927.jpg,2,2,8,10,12,2,3,1
30910,/kaggle/input/fashion-product-images-small/images/30910.jpg,2,1,1,78,5,2,2,2
6359,/kaggle/input/fashion-product-images-small/images/6359.jpg,1,3,5,7,10,2,1,1
26875,/kaggle/input/fashion-product-images-small/images/26875.jpg,2,1,1,5,14,2,2,1
29001,/kaggle/input/fashion-product-images-small/images/29001.jpg,1,1,1,5,8,2,2,1
18574,/kaggle/input/fashion-product-images-small/images/18574.jpg,1,1,1,5,4,1,1,1
48204,/kaggle/input/fashion-product-images-small/images/48204.jpg,5,2,16,29,10,3,3,1
9123,/kaggle/input/fashion-product-images-small/images/9123.jpg,2,3,5,23,4,1,1,4
3419,/kaggle/input/fashion-product-images-small/images/3419.jpg,1,1,1,5,8,2,1,1
7885,/kaggle/input/fashion-product-images-small/images/7885.jpg,1,1,2,4,5,1,1,1
55789,/kaggle/input/fashion-product-images-small/images/55789.jpg,2,1,19,72,4,2,4,1
23709,/kaggle/input/fashion-product-images-small/images/23709.jpg,1,2,16,29,8,3,3,1
51329,/kaggle/input/fashion-product-images-small/images/51329.jpg,5,2,28,77,2,2,2,1
29233,/kaggle/input/fashion-product-images-small/images/29233.jpg,2,3,5,7,4,2,2,1
12872,/kaggle/input/fashion-product-images-small/images/12872.jpg,1,3,5,17,4,4,2,3
56930,/kaggle/input/fashion-product-images-small/images/56930.jpg,2,3,5,20,7,3,2,1
41987,/kaggle/input/fashion-product-images-small/images/41987.jpg,3,1,1,5,2,2,2,1
59144,/kaggle/input/fashion-product-images-small/images/59144.jpg,2,3,5,28,4,1,2,1
58096,/kaggle/input/fashion-product-images-small/images/58096.jpg,2,2,13,31,2,1,2,1
32449,/kaggle/input/fashion-product-images-small/images/32449.jpg,1,1,2,24,8,2,2,4
59978,/kaggle/input/fashion-product-images-small/images/59978.jpg,2,1,18,34,10,1,2,1
38173,/kaggle/input/fashion-product-images-small/images/38173.jpg,2,2,16,29,4,3,3,1
10719,/kaggle/input/fashion-product-images-small/images/10719.jpg,2,1,2,51,2,1,1,1
37907,/kaggle/input/fashion-product-images-small/images/37907.jpg,5,4,12,27,22,4,4,1
55114,/kaggle/input/fashion-product-images-small/images/55114.jpg,2,4,25,109,32,2,10,1
3284,/kaggle/input/fashion-product-images-small/images/3284.jpg,1,1,1,5,17,2,1,1
31451,/kaggle/input/fashion-product-images-small/images/31451.jpg,1,1,1,5,17,2,2,4
2356,/kaggle/input/fashion-product-images-small/images/2356.jpg,5,6,38,126,4,3,7,4
43071,/kaggle/input/fashion-product-images-small/images/43071.jpg,5,2,22,44,2,2,2,1
48499,/kaggle/input/fashion-product-images-small/images/48499.jpg,2,1,2,2,5,3,1,1
13701,/kaggle/input/fashion-product-images-small/images/13701.jpg,1,3,5,23,4,1,1,4
27534,/kaggle/input/fashion-product-images-small/images/27534.jpg,1,1,1,1,2,2,2,1
46503,/kaggle/input/fashion-product-images-small/images/46503.jpg,1,2,3,3,8,3,3,1
55928,/kaggle/input/fashion-product-images-small/images/55928.jpg,2,4,29,82,2,4,4,1
7624,/kaggle/input/fashion-product-images-small/images/7624.jpg,1,2,6,8,10,2,1,1
22046,/kaggle/input/fashion-product-images-small/images/22046.jpg,2,1,1,21,42,1,1,2
16273,/kaggle/input/fashion-product-images-small/images/16273.jpg,1,1,1,1,5,1,1,1
50466,/kaggle/input/fashion-product-images-small/images/50466.jpg,1,1,9,57,4,3,3,1
23194,/kaggle/input/fashion-product-images-small/images/23194.jpg,1,1,1,1,2,1,1,1
34123,/kaggle/input/fashion-product-images-small/images/34123.jpg,1,2,6,8,4,2,2,3
44254,/kaggle/input/fashion-product-images-small/images/44254.jpg,2,2,20,37,4,2,2,1
5173,/kaggle/input/fashion-product-images-small/images/5173.jpg,2,1,1,5,5,2,1,1
20711,/kaggle/input/fashion-product-images-small/images/20711.jpg,1,3,5,7,10,3,9,5
14524,/kaggle/input/fashion-product-images-small/images/14524.jpg,1,1,1,1,5,1,1,3
52331,/kaggle/input/fashion-product-images-small/images/52331.jpg,2,2,20,37,10,3,3,1
36674,/kaggle/input/fashion-product-images-small/images/36674.jpg,2,2,8,10,19,2,2,1
45386,/kaggle/input/fashion-product-images-small/images/45386.jpg,2,3,5,20,9,3,2,1
57643,/kaggle/input/fashion-product-images-small/images/57643.jpg,2,4,29,82,14,4,4,1
10184,/kaggle/input/fashion-product-images-small/images/10184.jpg,1,1,1,1,8,1,1,1
33306,/kaggle/input/fashion-product-images-small/images/33306.jpg,3,1,2,2,5,2,2,1
41726,/kaggle/input/fashion-product-images-small/images/41726.jpg,2,3,5,28,25,3,2,1
11056,/kaggle/input/fashion-product-images-small/images/11056.jpg,1,1,1,1,2,1,1,1
25263,/kaggle/input/fashion-product-images-small/images/25263.jpg,2,2,8,10,9,2,2,1
20523,/kaggle/input/fashion-product-images-small/images/20523.jpg,2,2,8,10,12,3,5,1
58439,/kaggle/input/fashion-product-images-small/images/58439.jpg,2,1,18,34,4,2,2,1
14716,/kaggle/input/fashion-product-images-small/images/14716.jpg,1,1,1,1,8,1,1,3
33908,/kaggle/input/fashion-product-images-small/images/33908.jpg,1,2,3,3,4,3,3,1
37594,/kaggle/input/fashion-product-images-small/images/37594.jpg,3,1,1,5,6,2,2,1
5341,/kaggle/input/fashion-product-images-small/images/5341.jpg,2,3,5,20,3,2,1,1
36446,/kaggle/input/fashion-product-images-small/images/36446.jpg,1,3,5,23,4,2,2,4
4293,/kaggle/input/fashion-product-images-small/images/4293.jpg,1,1,1,5,4,2,1,1
52103,/kaggle/input/fashion-product-images-small/images/52103.jpg,2,1,1,78,14,2,2,2
33134,/kaggle/input/fashion-product-images-small/images/33134.jpg,2,3,5,28,10,3,5,1
24183,/kaggle/input/fashion-product-images-small/images/24183.jpg,1,3,5,7,1,2,2,1
57471,/kaggle/input/fashion-product-images-small/images/57471.jpg,1,3,5,7,6,4,8,1
11264,/kaggle/input/fashion-product-images-small/images/11264.jpg,1,1,2,45,5,1,1,1
25051,/kaggle/input/fashion-product-images-small/images/25051.jpg,1,2,28,84,7,3,5,3
45988,/kaggle/input/fashion-product-images-small/images/45988.jpg,2,1,15,26,4,2,2,2
42391,/kaggle/input/fashion-product-images-small/images/42391.jpg,2,1,1,5,8,2,2,1
49779,/kaggle/input/fashion-product-images-small/images/49779.jpg,2,1,19,35,8,2,2,1
19009,/kaggle/input/fashion-product-images-small/images/19009.jpg,2,1,1,56,8,2,1,1
55326,/kaggle/input/fashion-product-images-small/images/55326.jpg,2,4,40,116,10,4,4,1
13533,/kaggle/input/fashion-product-images-small/images/13533.jpg,2,3,5,7,14,1,1,1
2164,/kaggle/input/fashion-product-images-small/images/2164.jpg,1,1,1,1,7,4,1,1
22274,/kaggle/input/fashion-product-images-small/images/22274.jpg,2,3,5,28,14,3,2,1
51786,/kaggle/input/fashion-product-images-small/images/51786.jpg,2,1,9,12,7,2,3,1
16041,/kaggle/input/fashion-product-images-small/images/16041.jpg,1,1,1,1,2,1,1,1
46731,/kaggle/input/fashion-product-images-small/images/46731.jpg,3,1,1,5,17,2,2,1
19835,/kaggle/input/fashion-product-images-small/images/19835.jpg,1,1,1,1,10,1,1,1
7416,/kaggle/input/fashion-product-images-small/images/7416.jpg,2,1,1,21,8,2,1,2
34311,/kaggle/input/fashion-product-images-small/images/34311.jpg,2,2,39,110,6,2,2,2
17193,/kaggle/input/fashion-product-images-small/images/17193.jpg,1,1,1,1,1,3,3,1
50654,/kaggle/input/fashion-product-images-small/images/50654.jpg,1,1,19,103,4,3,3,4
36022,/kaggle/input/fashion-product-images-small/images/36022.jpg,1,2,6,8,4,1,2,3
39856,/kaggle/input/fashion-product-images-small/images/39856.jpg,3,1,1,5,4,2,2,1
21095,/kaggle/input/fashion-product-images-small/images/21095.jpg,1,3,10,13,10,2,1,1
20147,/kaggle/input/fashion-product-images-small/images/20147.jpg,1,1,1,1,2,1,1,1
38984,/kaggle/input/fashion-product-images-small/images/38984.jpg,3,1,1,5,17,2,2,1
14372,/kaggle/input/fashion-product-images-small/images/14372.jpg,2,3,5,28,6,3,5,1
44402,/kaggle/input/fashion-product-images-small/images/44402.jpg,1,3,5,23,8,1,2,4
5725,/kaggle/input/fashion-product-images-small/images/5725.jpg,1,3,5,23,8,2,1,4
11600,/kaggle/input/fashion-product-images-small/images/11600.jpg,2,1,1,21,5,2,1,2
25435,/kaggle/input/fashion-product-images-small/images/25435.jpg,1,2,4,6,4,2,3,1
32482,/kaggle/input/fashion-product-images-small/images/32482.jpg,1,1,1,5,17,2,2,1
58861,/kaggle/input/fashion-product-images-small/images/58861.jpg,1,2,37,114,13,2,4,1
57015,/kaggle/input/fashion-product-images-small/images/57015.jpg,1,1,9,25,35,2,3,1
54690,/kaggle/input/fashion-product-images-small/images/54690.jpg,2,1,1,21,28,1,2,2
13157,/kaggle/input/fashion-product-images-small/images/13157.jpg,1,1,1,5,4,1,1,1
2500,/kaggle/input/fashion-product-images-small/images/2500.jpg,1,3,5,7,1,1,7,1
43627,/kaggle/input/fashion-product-images-small/images/43627.jpg,2,1,18,34,6,2,2,1
31207,/kaggle/input/fashion-product-images-small/images/31207.jpg,2,3,5,23,8,2,2,4
12085,/kaggle/input/fashion-product-images-small/images/12085.jpg,2,1,1,21,17,1,1,2
34775,/kaggle/input/fashion-product-images-small/images/34775.jpg,2,2,8,10,8,2,5,1
47287,/kaggle/input/fashion-product-images-small/images/47287.jpg,2,2,8,41,7,2,2,1
50230,/kaggle/input/fashion-product-images-small/images/50230.jpg,2,2,16,29,10,3,3,1
22610,/kaggle/input/fashion-product-images-small/images/22610.jpg,1,1,1,15,4,2,2,1
8806,/kaggle/input/fashion-product-images-small/images/8806.jpg,1,1,1,1,17,1,1,1
16425,/kaggle/input/fashion-product-images-small/images/16425.jpg,1,1,1,5,17,1,1,1
7072,/kaggle/input/fashion-product-images-small/images/7072.jpg,5,2,8,43,17,3,5,1
2732,/kaggle/input/fashion-product-images-small/images/2732.jpg,4,1,1,11,8,2,1,1
28924,/kaggle/input/fashion-product-images-small/images/28924.jpg,1,1,1,5,20,2,2,1
13365,/kaggle/input/fashion-product-images-small/images/13365.jpg,1,3,5,7,4,1,1,1
47889,/kaggle/input/fashion-product-images-small/images/47889.jpg,2,2,8,10,10,2,2,1
27150,/kaggle/input/fashion-product-images-small/images/27150.jpg,1,1,1,1,10,2,2,3
55570,/kaggle/input/fashion-product-images-small/images/55570.jpg,2,4,12,16,17,4,4,1
8208,/kaggle/input/fashion-product-images-small/images/8208.jpg,1,1,1,5,2,2,1,1
31035,/kaggle/input/fashion-product-images-small/images/31035.jpg,1,1,1,5,8,2,2,1
50002,/kaggle/input/fashion-product-images-small/images/50002.jpg,2,1,9,12,8,3,5,4
28118,/kaggle/input/fashion-product-images-small/images/28118.jpg,1,1,9,25,35,2,3,1
34547,/kaggle/input/fashion-product-images-small/images/34547.jpg,1,2,6,8,4,2,2,1
6392,/kaggle/input/fashion-product-images-small/images/6392.jpg,2,3,5,20,2,2,1,1
46167,/kaggle/input/fashion-product-images-small/images/46167.jpg,2,2,13,60,9,3,5,1
7240,/kaggle/input/fashion-product-images-small/images/7240.jpg,1,3,5,17,4,1,1,3
49913,/kaggle/input/fashion-product-images-small/images/49913.jpg,1,2,3,3,4,3,3,1
16617,/kaggle/input/fashion-product-images-small/images/16617.jpg,1,1,1,1,8,1,1,1
15092,/kaggle/input/fashion-product-images-small/images/15092.jpg,2,1,1,55,17,1,1,1
44630,/kaggle/input/fashion-product-images-small/images/44630.jpg,1,1,2,4,21,2,2,4
20375,/kaggle/input/fashion-product-images-small/images/20375.jpg,2,1,1,5,14,1,1,1
14140,/kaggle/input/fashion-product-images-small/images/14140.jpg,1,2,37,114,23,1,1,3
53687,/kaggle/input/fashion-product-images-small/images/53687.jpg,2,2,8,10,14,2,2,1
39258,/kaggle/input/fashion-product-images-small/images/39258.jpg,1,3,5,17,4,3,9,3
11432,/kaggle/input/fashion-product-images-small/images/11432.jpg,2,1,1,11,7,1,1,1
25607,/kaggle/input/fashion-product-images-small/images/25607.jpg,1,2,3,3,23,3,3,1
40290,/kaggle/input/fashion-product-images-small/images/40290.jpg,5,3,7,9,2,2,2,1
33762,/kaggle/input/fashion-product-images-small/images/33762.jpg,2,1,1,11,14,2,2,1
4603,/kaggle/input/fashion-product-images-small/images/4603.jpg,2,2,8,10,2,3,5,1
15254,/kaggle/input/fashion-product-images-small/images/15254.jpg,2,3,5,7,17,1,1,1
52593,/kaggle/input/fashion-product-images-small/images/52593.jpg,2,2,8,41,42,2,2,1
53441,/kaggle/input/fashion-product-images-small/images/53441.jpg,1,3,5,23,8,2,2,4
